year,city,country,avg_temp
1883,Melbourne,Australia,13.42
1884,Melbourne,Australia,12.87
1885,Melbourne,Australia,13.01
1886,Melbourne,Australia,13.03
1887,Melbourne,Australia,13.47
1888,Melbourne,Australia,13.36
1889,Melbourne,Australia,13.54
1890,Melbourne,Australia,13.60
1891,Melbourne,Australia,13.11
1892,Melbourne,Australia,12.93
1893,Melbourne,Australia,13.23
1894,Melbourne,Australia,13.49
1895,Melbourne,Australia,13.53
1896,Melbourne,Australia,13.19
1897,Melbourne,Australia,13.11
1898,Melbourne,Australia,13.97
1899,Melbourne,Australia,13.24
1900,Melbourne,Australia,12.98
1901,Melbourne,Australia,13.33
1902,Melbourne,Australia,13.35
1903,Melbourne,Australia,13.18
1904,Melbourne,Australia,13.19
1905,Melbourne,Australia,12.74
1906,Melbourne,Australia,13.41
1907,Melbourne,Australia,13.10
1908,Melbourne,Australia,13.51
1909,Melbourne,Australia,12.62
1910,Melbourne,Australia,13.47
1911,Melbourne,Australia,13.13
1912,Melbourne,Australia,13.16
1913,Melbourne,Australia,13.12
1914,Melbourne,Australia,14.13
1915,Melbourne,Australia,13.13
1916,Melbourne,Australia,13.02
1917,Melbourne,Australia,13.00
1918,Melbourne,Australia,13.44
1919,Melbourne,Australia,13.87
1920,Melbourne,Australia,13.25
1921,Melbourne,Australia,13.96
1922,Melbourne,Australia,13.34
1923,Melbourne,Australia,13.21
1924,Melbourne,Australia,12.51
1925,Melbourne,Australia,13.02
1926,Melbourne,Australia,13.48
1927,Melbourne,Australia,13.18
1928,Melbourne,Australia,13.45
1929,Melbourne,Australia,12.62
1930,Melbourne,Australia,13.61
1931,Melbourne,Australia,12.73
1932,Melbourne,Australia,12.89
1933,Melbourne,Australia,13.06
1934,Melbourne,Australia,13.59
1935,Melbourne,Australia,13.02
1936,Melbourne,Australia,13.26
1937,Melbourne,Australia,13.45
1938,Melbourne,Australia,13.76
1939,Melbourne,Australia,13.41
1940,Melbourne,Australia,13.36
1941,Melbourne,Australia,13.16
1942,Melbourne,Australia,13.69
1943,Melbourne,Australia,12.68
1944,Melbourne,Australia,13.05
1945,Melbourne,Australia,13.00
1946,Melbourne,Australia,12.63
1947,Melbourne,Australia,13.47
1948,Melbourne,Australia,12.81
1949,Melbourne,Australia,12.42
1950,Melbourne,Australia,13.42
1951,Melbourne,Australia,13.56
1952,Melbourne,Australia,12.94
1953,Melbourne,Australia,13.31
1954,Melbourne,Australia,13.32
1955,Melbourne,Australia,13.24
1956,Melbourne,Australia,13.06
1957,Melbourne,Australia,13.05
1958,Melbourne,Australia,12.99
1959,Melbourne,Australia,13.79
1960,Melbourne,Australia,13.17
1961,Melbourne,Australia,14.33
1962,Melbourne,Australia,13.55
1963,Melbourne,Australia,13.51
1964,Melbourne,Australia,12.88
1965,Melbourne,Australia,13.32
1966,Melbourne,Australia,13.10
1967,Melbourne,Australia,13.52
1968,Melbourne,Australia,13.62
1969,Melbourne,Australia,13.39
1970,Melbourne,Australia,13.12
1971,Melbourne,Australia,13.58
1972,Melbourne,Australia,13.73
1973,Melbourne,Australia,13.69
1974,Melbourne,Australia,13.82
1975,Melbourne,Australia,13.90
1976,Melbourne,Australia,13.55
1977,Melbourne,Australia,13.50
1978,Melbourne,Australia,13.48
1979,Melbourne,Australia,13.90
1980,Melbourne,Australia,14.12
1981,Melbourne,Australia,14.26
1982,Melbourne,Australia,14.03
1983,Melbourne,Australia,13.72
1984,Melbourne,Australia,13.25
1985,Melbourne,Australia,13.70
1986,Melbourne,Australia,13.19
1987,Melbourne,Australia,13.47
1988,Melbourne,Australia,14.53
1989,Melbourne,Australia,13.86
1990,Melbourne,Australia,14.16
1991,Melbourne,Australia,13.77
1992,Melbourne,Australia,13.31
1993,Melbourne,Australia,13.81
1994,Melbourne,Australia,13.52
1995,Melbourne,Australia,13.14
1996,Melbourne,Australia,13.05
1997,Melbourne,Australia,13.93
1998,Melbourne,Australia,13.61
1999,Melbourne,Australia,14.20
2000,Melbourne,Australia,14.32
2001,Melbourne,Australia,14.18
2002,Melbourne,Australia,14.08
2003,Melbourne,Australia,13.99
2004,Melbourne,Australia,13.74
2005,Melbourne,Australia,14.38
2006,Melbourne,Australia,13.99
2007,Melbourne,Australia,14.99
2008,Melbourne,Australia,14.11
2009,Melbourne,Australia,14.65
2010,Melbourne,Australia,14.23
2011,Melbourne,Australia,14.19
2012,Melbourne,Australia,14.27
2013,Melbourne,Australia,14.74
1841,Nagoya,Japan,13.90
1842,Nagoya,Japan,
1843,Nagoya,Japan,
1844,Nagoya,Japan,13.43
1845,Nagoya,Japan,14.20
1846,Nagoya,Japan,14.54
1847,Nagoya,Japan,14.50
1848,Nagoya,Japan,14.38
1849,Nagoya,Japan,14.36
1850,Nagoya,Japan,13.95
1851,Nagoya,Japan,13.93
1852,Nagoya,Japan,13.91
1853,Nagoya,Japan,14.11
1854,Nagoya,Japan,14.49
1855,Nagoya,Japan,14.75
1856,Nagoya,Japan,14.29
1857,Nagoya,Japan,14.22
1858,Nagoya,Japan,14.42
1859,Nagoya,Japan,14.39
1860,Nagoya,Japan,13.93
1861,Nagoya,Japan,14.03
1862,Nagoya,Japan,13.85
1863,Nagoya,Japan,14.55
1864,Nagoya,Japan,14.08
1865,Nagoya,Japan,14.56
1866,Nagoya,Japan,13.85
1867,Nagoya,Japan,14.71
1868,Nagoya,Japan,14.50
1869,Nagoya,Japan,14.40
1870,Nagoya,Japan,14.46
1871,Nagoya,Japan,14.45
1872,Nagoya,Japan,14.27
1873,Nagoya,Japan,13.78
1874,Nagoya,Japan,14.54
1875,Nagoya,Japan,14.30
1876,Nagoya,Japan,14.51
1877,Nagoya,Japan,14.82
1878,Nagoya,Japan,14.48
1879,Nagoya,Japan,14.95
1880,Nagoya,Japan,14.52
1881,Nagoya,Japan,14.32
1882,Nagoya,Japan,14.33
1883,Nagoya,Japan,14.27
1884,Nagoya,Japan,13.49
1885,Nagoya,Japan,13.88
1886,Nagoya,Japan,14.34
1887,Nagoya,Japan,14.32
1888,Nagoya,Japan,14.47
1889,Nagoya,Japan,13.97
1890,Nagoya,Japan,15.65
1891,Nagoya,Japan,14.64
1892,Nagoya,Japan,14.29
1893,Nagoya,Japan,14.14
1894,Nagoya,Japan,15.28
1895,Nagoya,Japan,14.46
1896,Nagoya,Japan,14.37
1897,Nagoya,Japan,14.26
1898,Nagoya,Japan,15.01
1899,Nagoya,Japan,14.53
1900,Nagoya,Japan,14.40
1901,Nagoya,Japan,14.38
1902,Nagoya,Japan,14.34
1903,Nagoya,Japan,14.54
1904,Nagoya,Japan,14.45
1905,Nagoya,Japan,14.54
1906,Nagoya,Japan,14.05
1907,Nagoya,Japan,14.18
1908,Nagoya,Japan,14.08
1909,Nagoya,Japan,14.20
1910,Nagoya,Japan,14.18
1911,Nagoya,Japan,14.74
1912,Nagoya,Japan,14.50
1913,Nagoya,Japan,14.06
1914,Nagoya,Japan,15.26
1915,Nagoya,Japan,15.09
1916,Nagoya,Japan,15.36
1917,Nagoya,Japan,13.94
1918,Nagoya,Japan,14.15
1919,Nagoya,Japan,14.70
1920,Nagoya,Japan,14.84
1921,Nagoya,Japan,14.24
1922,Nagoya,Japan,15.03
1923,Nagoya,Japan,14.87
1924,Nagoya,Japan,14.38
1925,Nagoya,Japan,14.25
1926,Nagoya,Japan,14.04
1927,Nagoya,Japan,14.44
1928,Nagoya,Japan,14.75
1929,Nagoya,Japan,14.59
1930,Nagoya,Japan,15.16
1931,Nagoya,Japan,14.56
1932,Nagoya,Japan,14.55
1933,Nagoya,Japan,14.82
1934,Nagoya,Japan,14.20
1935,Nagoya,Japan,14.60
1936,Nagoya,Japan,14.13
1937,Nagoya,Japan,15.05
1938,Nagoya,Japan,14.68
1939,Nagoya,Japan,14.84
1940,Nagoya,Japan,14.78
1941,Nagoya,Japan,15.00
1942,Nagoya,Japan,15.00
1943,Nagoya,Japan,14.52
1944,Nagoya,Japan,14.52
1945,Nagoya,Japan,14.05
1946,Nagoya,Japan,15.08
1947,Nagoya,Japan,14.14
1948,Nagoya,Japan,15.32
1949,Nagoya,Japan,14.66
1950,Nagoya,Japan,15.24
1951,Nagoya,Japan,14.88
1952,Nagoya,Japan,14.97
1953,Nagoya,Japan,15.00
1954,Nagoya,Japan,15.21
1955,Nagoya,Japan,15.55
1956,Nagoya,Japan,14.85
1957,Nagoya,Japan,14.70
1958,Nagoya,Japan,15.35
1959,Nagoya,Japan,15.94
1960,Nagoya,Japan,15.58
1961,Nagoya,Japan,15.88
1962,Nagoya,Japan,15.11
1963,Nagoya,Japan,14.82
1964,Nagoya,Japan,15.45
1965,Nagoya,Japan,14.37
1966,Nagoya,Japan,14.92
1967,Nagoya,Japan,15.09
1968,Nagoya,Japan,14.70
1969,Nagoya,Japan,14.84
1970,Nagoya,Japan,14.63
1971,Nagoya,Japan,14.80
1972,Nagoya,Japan,15.20
1973,Nagoya,Japan,15.00
1974,Nagoya,Japan,14.62
1975,Nagoya,Japan,15.08
1976,Nagoya,Japan,14.56
1977,Nagoya,Japan,15.31
1978,Nagoya,Japan,15.37
1979,Nagoya,Japan,15.77
1980,Nagoya,Japan,14.65
1981,Nagoya,Japan,14.41
1982,Nagoya,Japan,14.92
1983,Nagoya,Japan,15.18
1984,Nagoya,Japan,14.52
1985,Nagoya,Japan,15.24
1986,Nagoya,Japan,14.65
1987,Nagoya,Japan,15.59
1988,Nagoya,Japan,14.74
1989,Nagoya,Japan,15.47
1990,Nagoya,Japan,16.17
1991,Nagoya,Japan,15.49
1992,Nagoya,Japan,15.26
1993,Nagoya,Japan,14.72
1994,Nagoya,Japan,16.07
1995,Nagoya,Japan,14.97
1996,Nagoya,Japan,14.80
1997,Nagoya,Japan,15.39
1998,Nagoya,Japan,16.45
1999,Nagoya,Japan,15.79
2000,Nagoya,Japan,15.67
2001,Nagoya,Japan,15.47
2002,Nagoya,Japan,15.73
2003,Nagoya,Japan,15.35
2004,Nagoya,Japan,16.33
2005,Nagoya,Japan,15.36
2006,Nagoya,Japan,15.45
2007,Nagoya,Japan,15.94
2008,Nagoya,Japan,15.57
2009,Nagoya,Japan,15.67
2010,Nagoya,Japan,15.87
2011,Nagoya,Japan,15.43
2012,Nagoya,Japan,15.21
2013,Nagoya,Japan,16.02
1852,Perth,Australia,16.21
1853,Perth,Australia,17.38
1854,Perth,Australia,17.15
1855,Perth,Australia,17.63
1856,Perth,Australia,
1857,Perth,Australia,
1858,Perth,Australia,
1859,Perth,Australia,
1860,Perth,Australia,
1861,Perth,Australia,
1862,Perth,Australia,
1863,Perth,Australia,
1864,Perth,Australia,
1865,Perth,Australia,
1866,Perth,Australia,
1867,Perth,Australia,
1868,Perth,Australia,
1869,Perth,Australia,
1870,Perth,Australia,
1871,Perth,Australia,
1872,Perth,Australia,
1873,Perth,Australia,
1874,Perth,Australia,
1875,Perth,Australia,
1876,Perth,Australia,17.58
1877,Perth,Australia,18.16
1878,Perth,Australia,18.63
1879,Perth,Australia,17.64
1880,Perth,Australia,18.19
1881,Perth,Australia,18.46
1882,Perth,Australia,17.97
1883,Perth,Australia,17.93
1884,Perth,Australia,17.85
1885,Perth,Australia,17.95
1886,Perth,Australia,18.05
1887,Perth,Australia,17.50
1888,Perth,Australia,18.50
1889,Perth,Australia,17.75
1890,Perth,Australia,17.85
1891,Perth,Australia,17.88
1892,Perth,Australia,17.64
1893,Perth,Australia,17.80
1894,Perth,Australia,18.35
1895,Perth,Australia,18.07
1896,Perth,Australia,18.27
1897,Perth,Australia,17.74
1898,Perth,Australia,18.07
1899,Perth,Australia,17.71
1900,Perth,Australia,17.54
1901,Perth,Australia,17.82
1902,Perth,Australia,17.51
1903,Perth,Australia,17.54
1904,Perth,Australia,17.81
1905,Perth,Australia,17.52
1906,Perth,Australia,18.02
1907,Perth,Australia,18.00
1908,Perth,Australia,17.11
1909,Perth,Australia,17.79
1910,Perth,Australia,17.99
1911,Perth,Australia,17.65
1912,Perth,Australia,18.23
1913,Perth,Australia,17.90
1914,Perth,Australia,18.39
1915,Perth,Australia,18.77
1916,Perth,Australia,17.89
1917,Perth,Australia,17.24
1918,Perth,Australia,18.51
1919,Perth,Australia,17.83
1920,Perth,Australia,18.33
1921,Perth,Australia,18.85
1922,Perth,Australia,17.62
1923,Perth,Australia,18.11
1924,Perth,Australia,17.91
1925,Perth,Australia,17.79
1926,Perth,Australia,17.93
1927,Perth,Australia,18.07
1928,Perth,Australia,17.98
1929,Perth,Australia,17.57
1930,Perth,Australia,18.51
1931,Perth,Australia,17.97
1932,Perth,Australia,18.22
1933,Perth,Australia,18.67
1934,Perth,Australia,18.32
1935,Perth,Australia,17.70
1936,Perth,Australia,18.50
1937,Perth,Australia,18.27
1938,Perth,Australia,18.03
1939,Perth,Australia,18.22
1940,Perth,Australia,18.46
1941,Perth,Australia,18.27
1942,Perth,Australia,17.90
1943,Perth,Australia,17.84
1944,Perth,Australia,18.25
1945,Perth,Australia,18.54
1946,Perth,Australia,17.82
1947,Perth,Australia,17.95
1948,Perth,Australia,18.50
1949,Perth,Australia,18.87
1950,Perth,Australia,18.39
1951,Perth,Australia,17.70
1952,Perth,Australia,17.96
1953,Perth,Australia,17.86
1954,Perth,Australia,17.99
1955,Perth,Australia,18.03
1956,Perth,Australia,17.95
1957,Perth,Australia,18.54
1958,Perth,Australia,18.62
1959,Perth,Australia,18.75
1960,Perth,Australia,17.48
1961,Perth,Australia,18.76
1962,Perth,Australia,18.86
1963,Perth,Australia,18.96
1964,Perth,Australia,17.86
1965,Perth,Australia,18.45
1966,Perth,Australia,17.87
1967,Perth,Australia,18.74
1968,Perth,Australia,17.16
1969,Perth,Australia,18.37
1970,Perth,Australia,18.38
1971,Perth,Australia,17.63
1972,Perth,Australia,19.09
1973,Perth,Australia,18.18
1974,Perth,Australia,18.46
1975,Perth,Australia,18.44
1976,Perth,Australia,19.07
1977,Perth,Australia,18.95
1978,Perth,Australia,19.24
1979,Perth,Australia,18.46
1980,Perth,Australia,18.42
1981,Perth,Australia,18.33
1982,Perth,Australia,18.52
1983,Perth,Australia,19.14
1984,Perth,Australia,18.30
1985,Perth,Australia,18.86
1986,Perth,Australia,17.85
1987,Perth,Australia,18.62
1988,Perth,Australia,19.17
1989,Perth,Australia,18.54
1990,Perth,Australia,18.05
1991,Perth,Australia,18.73
1992,Perth,Australia,18.45
1993,Perth,Australia,18.03
1994,Perth,Australia,19.17
1995,Perth,Australia,18.88
1996,Perth,Australia,19.13
1997,Perth,Australia,18.94
1998,Perth,Australia,18.90
1999,Perth,Australia,19.28
2000,Perth,Australia,19.07
2001,Perth,Australia,18.39
2002,Perth,Australia,18.93
2003,Perth,Australia,19.01
2004,Perth,Australia,18.87
2005,Perth,Australia,18.26
2006,Perth,Australia,18.99
2007,Perth,Australia,18.84
2008,Perth,Australia,18.78
2009,Perth,Australia,19.01
2010,Perth,Australia,19.09
2011,Perth,Australia,19.99
2012,Perth,Australia,19.55
2013,Perth,Australia,19.98
1857,Pretoria,South Africa,17.53
1858,Pretoria,South Africa,17.84
1859,Pretoria,South Africa,17.92
1860,Pretoria,South Africa,18.01
1861,Pretoria,South Africa,17.84
1862,Pretoria,South Africa,17.45
1863,Pretoria,South Africa,17.87
1864,Pretoria,South Africa,17.86
1865,Pretoria,South Africa,18.17
1866,Pretoria,South Africa,18.10
1867,Pretoria,South Africa,18.21
1868,Pretoria,South Africa,17.88
1869,Pretoria,South Africa,18.21
1870,Pretoria,South Africa,17.90
1871,Pretoria,South Africa,17.98
1872,Pretoria,South Africa,17.98
1873,Pretoria,South Africa,17.04
1874,Pretoria,South Africa,18.03
1875,Pretoria,South Africa,17.73
1876,Pretoria,South Africa,17.74
1877,Pretoria,South Africa,18.22
1878,Pretoria,South Africa,18.17
1879,Pretoria,South Africa,17.67
1880,Pretoria,South Africa,18.27
1881,Pretoria,South Africa,17.93
1882,Pretoria,South Africa,17.76
1883,Pretoria,South Africa,17.95
1884,Pretoria,South Africa,17.65
1885,Pretoria,South Africa,18.03
1886,Pretoria,South Africa,18.15
1887,Pretoria,South Africa,17.73
1888,Pretoria,South Africa,18.02
1889,Pretoria,South Africa,18.49
1890,Pretoria,South Africa,17.89
1891,Pretoria,South Africa,18.00
1892,Pretoria,South Africa,18.05
1893,Pretoria,South Africa,17.81
1894,Pretoria,South Africa,17.86
1895,Pretoria,South Africa,18.04
1896,Pretoria,South Africa,18.54
1897,Pretoria,South Africa,18.13
1898,Pretoria,South Africa,17.52
1899,Pretoria,South Africa,17.91
1900,Pretoria,South Africa,18.44
1901,Pretoria,South Africa,17.85
1902,Pretoria,South Africa,17.81
1903,Pretoria,South Africa,17.98
1904,Pretoria,South Africa,17.52
1905,Pretoria,South Africa,17.96
1906,Pretoria,South Africa,17.65
1907,Pretoria,South Africa,17.50
1908,Pretoria,South Africa,18.14
1909,Pretoria,South Africa,18.08
1910,Pretoria,South Africa,17.51
1911,Pretoria,South Africa,17.85
1912,Pretoria,South Africa,18.48
1913,Pretoria,South Africa,18.55
1914,Pretoria,South Africa,18.66
1915,Pretoria,South Africa,18.09
1916,Pretoria,South Africa,18.31
1917,Pretoria,South Africa,17.68
1918,Pretoria,South Africa,17.75
1919,Pretoria,South Africa,18.32
1920,Pretoria,South Africa,18.42
1921,Pretoria,South Africa,17.81
1922,Pretoria,South Africa,18.60
1923,Pretoria,South Africa,18.66
1924,Pretoria,South Africa,17.82
1925,Pretoria,South Africa,18.03
1926,Pretoria,South Africa,18.58
1927,Pretoria,South Africa,18.36
1928,Pretoria,South Africa,18.47
1929,Pretoria,South Africa,18.52
1930,Pretoria,South Africa,17.95
1931,Pretoria,South Africa,18.44
1932,Pretoria,South Africa,18.62
1933,Pretoria,South Africa,18.39
1934,Pretoria,South Africa,18.49
1935,Pretoria,South Africa,17.90
1936,Pretoria,South Africa,17.98
1937,Pretoria,South Africa,18.19
1938,Pretoria,South Africa,18.58
1939,Pretoria,South Africa,17.77
1940,Pretoria,South Africa,18.55
1941,Pretoria,South Africa,19.13
1942,Pretoria,South Africa,18.73
1943,Pretoria,South Africa,18.15
1944,Pretoria,South Africa,18.49
1945,Pretoria,South Africa,18.33
1946,Pretoria,South Africa,18.57
1947,Pretoria,South Africa,18.76
1948,Pretoria,South Africa,18.34
1949,Pretoria,South Africa,18.61
1950,Pretoria,South Africa,18.70
1951,Pretoria,South Africa,18.21
1952,Pretoria,South Africa,18.63
1953,Pretoria,South Africa,18.02
1954,Pretoria,South Africa,18.24
1955,Pretoria,South Africa,17.75
1956,Pretoria,South Africa,18.46
1957,Pretoria,South Africa,18.69
1958,Pretoria,South Africa,18.73
1959,Pretoria,South Africa,18.37
1960,Pretoria,South Africa,18.44
1961,Pretoria,South Africa,18.65
1962,Pretoria,South Africa,18.95
1963,Pretoria,South Africa,18.38
1964,Pretoria,South Africa,18.50
1965,Pretoria,South Africa,18.59
1966,Pretoria,South Africa,18.95
1967,Pretoria,South Africa,18.11
1968,Pretoria,South Africa,18.45
1969,Pretoria,South Africa,18.90
1970,Pretoria,South Africa,19.25
1971,Pretoria,South Africa,18.38
1972,Pretoria,South Africa,18.52
1973,Pretoria,South Africa,18.74
1974,Pretoria,South Africa,18.19
1975,Pretoria,South Africa,18.23
1976,Pretoria,South Africa,17.89
1977,Pretoria,South Africa,18.78
1978,Pretoria,South Africa,18.57
1979,Pretoria,South Africa,18.93
1980,Pretoria,South Africa,18.20
1981,Pretoria,South Africa,17.97
1982,Pretoria,South Africa,18.92
1983,Pretoria,South Africa,19.50
1984,Pretoria,South Africa,18.98
1985,Pretoria,South Africa,19.02
1986,Pretoria,South Africa,18.99
1987,Pretoria,South Africa,19.21
1988,Pretoria,South Africa,18.63
1989,Pretoria,South Africa,18.55
1990,Pretoria,South Africa,18.91
1991,Pretoria,South Africa,18.86
1992,Pretoria,South Africa,19.95
1993,Pretoria,South Africa,19.32
1994,Pretoria,South Africa,18.48
1995,Pretoria,South Africa,19.23
1996,Pretoria,South Africa,18.49
1997,Pretoria,South Africa,18.64
1998,Pretoria,South Africa,19.42
1999,Pretoria,South Africa,19.27
2000,Pretoria,South Africa,18.26
2001,Pretoria,South Africa,18.92
2002,Pretoria,South Africa,19.28
2003,Pretoria,South Africa,19.86
2004,Pretoria,South Africa,18.75
2005,Pretoria,South Africa,19.74
2006,Pretoria,South Africa,18.42
2007,Pretoria,South Africa,18.98
2008,Pretoria,South Africa,18.91
2009,Pretoria,South Africa,18.67
2010,Pretoria,South Africa,19.31
2011,Pretoria,South Africa,18.75
2012,Pretoria,South Africa,19.14
2013,Pretoria,South Africa,18.00
1855,Santiago,Chile,2.57
1856,Santiago,Chile,5.00
1857,Santiago,Chile,5.10
1858,Santiago,Chile,5.10
1859,Santiago,Chile,5.60
1860,Santiago,Chile,5.25
1861,Santiago,Chile,4.84
1862,Santiago,Chile,4.79
1863,Santiago,Chile,4.51
1864,Santiago,Chile,4.99
1865,Santiago,Chile,5.45
1866,Santiago,Chile,5.35
1867,Santiago,Chile,5.07
1868,Santiago,Chile,5.26
1869,Santiago,Chile,4.95
1870,Santiago,Chile,4.84
1871,Santiago,Chile,4.65
1872,Santiago,Chile,4.82
1873,Santiago,Chile,5.21
1874,Santiago,Chile,4.76
1875,Santiago,Chile,5.01
1876,Santiago,Chile,5.74
1877,Santiago,Chile,6.34
1878,Santiago,Chile,5.59
1879,Santiago,Chile,5.90
1880,Santiago,Chile,5.83
1881,Santiago,Chile,5.17
1882,Santiago,Chile,5.47
1883,Santiago,Chile,5.10
1884,Santiago,Chile,5.11
1885,Santiago,Chile,4.74
1886,Santiago,Chile,5.17
1887,Santiago,Chile,5.41
1888,Santiago,Chile,5.70
1889,Santiago,Chile,4.51
1890,Santiago,Chile,5.16
1891,Santiago,Chile,5.57
1892,Santiago,Chile,4.99
1893,Santiago,Chile,4.97
1894,Santiago,Chile,5.34
1895,Santiago,Chile,5.54
1896,Santiago,Chile,6.26
1897,Santiago,Chile,5.69
1898,Santiago,Chile,4.88
1899,Santiago,Chile,5.93
1900,Santiago,Chile,5.94
1901,Santiago,Chile,5.78
1902,Santiago,Chile,5.83
1903,Santiago,Chile,5.44
1904,Santiago,Chile,5.68
1905,Santiago,Chile,5.66
1906,Santiago,Chile,5.76
1907,Santiago,Chile,5.11
1908,Santiago,Chile,5.56
1909,Santiago,Chile,5.27
1910,Santiago,Chile,5.14
1911,Santiago,Chile,5.19
1912,Santiago,Chile,5.73
1913,Santiago,Chile,6.23
1914,Santiago,Chile,5.52
1915,Santiago,Chile,5.78
1916,Santiago,Chile,5.29
1917,Santiago,Chile,5.56
1918,Santiago,Chile,5.50
1919,Santiago,Chile,5.91
1920,Santiago,Chile,5.68
1921,Santiago,Chile,5.27
1922,Santiago,Chile,5.18
1923,Santiago,Chile,5.07
1924,Santiago,Chile,5.42
1925,Santiago,Chile,5.83
1926,Santiago,Chile,6.09
1927,Santiago,Chile,5.78
1928,Santiago,Chile,5.30
1929,Santiago,Chile,5.76
1930,Santiago,Chile,6.23
1931,Santiago,Chile,5.48
1932,Santiago,Chile,5.92
1933,Santiago,Chile,5.58
1934,Santiago,Chile,5.28
1935,Santiago,Chile,5.77
1936,Santiago,Chile,5.62
1937,Santiago,Chile,5.65
1938,Santiago,Chile,5.30
1939,Santiago,Chile,5.95
1940,Santiago,Chile,5.74
1941,Santiago,Chile,5.50
1942,Santiago,Chile,5.39
1943,Santiago,Chile,5.74
1944,Santiago,Chile,6.33
1945,Santiago,Chile,6.29
1946,Santiago,Chile,5.81
1947,Santiago,Chile,5.92
1948,Santiago,Chile,5.62
1949,Santiago,Chile,5.63
1950,Santiago,Chile,5.71
1951,Santiago,Chile,6.04
1952,Santiago,Chile,6.09
1953,Santiago,Chile,6.00
1954,Santiago,Chile,5.41
1955,Santiago,Chile,5.11
1956,Santiago,Chile,4.94
1957,Santiago,Chile,5.74
1958,Santiago,Chile,5.89
1959,Santiago,Chile,5.64
1960,Santiago,Chile,6.20
1961,Santiago,Chile,6.16
1962,Santiago,Chile,5.98
1963,Santiago,Chile,5.63
1964,Santiago,Chile,5.64
1965,Santiago,Chile,6.05
1966,Santiago,Chile,5.60
1967,Santiago,Chile,5.71
1968,Santiago,Chile,6.12
1969,Santiago,Chile,6.39
1970,Santiago,Chile,6.06
1971,Santiago,Chile,5.87
1972,Santiago,Chile,5.82
1973,Santiago,Chile,5.53
1974,Santiago,Chile,5.53
1975,Santiago,Chile,5.71
1976,Santiago,Chile,5.54
1977,Santiago,Chile,6.55
1978,Santiago,Chile,6.32
1979,Santiago,Chile,5.91
1980,Santiago,Chile,6.30
1981,Santiago,Chile,6.31
1982,Santiago,Chile,6.44
1983,Santiago,Chile,5.89
1984,Santiago,Chile,5.55
1985,Santiago,Chile,6.34
1986,Santiago,Chile,6.49
1987,Santiago,Chile,6.40
1988,Santiago,Chile,6.01
1989,Santiago,Chile,6.59
1990,Santiago,Chile,6.11
1991,Santiago,Chile,6.37
1992,Santiago,Chile,5.97
1993,Santiago,Chile,6.16
1994,Santiago,Chile,6.70
1995,Santiago,Chile,6.40
1996,Santiago,Chile,6.26
1997,Santiago,Chile,6.80
1998,Santiago,Chile,6.28
1999,Santiago,Chile,5.93
2000,Santiago,Chile,5.95
2001,Santiago,Chile,6.41
2002,Santiago,Chile,6.25
2003,Santiago,Chile,6.77
2004,Santiago,Chile,6.32
2005,Santiago,Chile,6.22
2006,Santiago,Chile,6.84
2007,Santiago,Chile,5.51
2008,Santiago,Chile,6.57
2009,Santiago,Chile,6.70
2010,Santiago,Chile,6.13
2011,Santiago,Chile,6.27
2012,Santiago,Chile,6.82
2013,Santiago,Chile,5.94
1857,Soweto,South Africa,14.25
1858,Soweto,South Africa,14.55
1859,Soweto,South Africa,14.62
1860,Soweto,South Africa,14.75
1861,Soweto,South Africa,14.57
1862,Soweto,South Africa,14.17
1863,Soweto,South Africa,14.58
1864,Soweto,South Africa,14.58
1865,Soweto,South Africa,14.91
1866,Soweto,South Africa,14.83
1867,Soweto,South Africa,14.92
1868,Soweto,South Africa,14.58
1869,Soweto,South Africa,14.92
1870,Soweto,South Africa,14.60
1871,Soweto,South Africa,14.70
1872,Soweto,South Africa,14.70
1873,Soweto,South Africa,13.91
1874,Soweto,South Africa,14.72
1875,Soweto,South Africa,14.45
1876,Soweto,South Africa,14.45
1877,Soweto,South Africa,14.93
1878,Soweto,South Africa,14.85
1879,Soweto,South Africa,14.37
1880,Soweto,South Africa,15.00
1881,Soweto,South Africa,14.67
1882,Soweto,South Africa,14.47
1883,Soweto,South Africa,14.69
1884,Soweto,South Africa,14.38
1885,Soweto,South Africa,14.76
1886,Soweto,South Africa,14.88
1887,Soweto,South Africa,14.44
1888,Soweto,South Africa,14.79
1889,Soweto,South Africa,15.23
1890,Soweto,South Africa,14.67
1891,Soweto,South Africa,14.73
1892,Soweto,South Africa,14.78
1893,Soweto,South Africa,14.48
1894,Soweto,South Africa,14.55
1895,Soweto,South Africa,14.71
1896,Soweto,South Africa,15.29
1897,Soweto,South Africa,14.82
1898,Soweto,South Africa,14.22
1899,Soweto,South Africa,14.59
1900,Soweto,South Africa,15.13
1901,Soweto,South Africa,14.56
1902,Soweto,South Africa,14.49
1903,Soweto,South Africa,14.68
1904,Soweto,South Africa,14.35
1905,Soweto,South Africa,14.66
1906,Soweto,South Africa,14.36
1907,Soweto,South Africa,14.27
1908,Soweto,South Africa,14.80
1909,Soweto,South Africa,14.77
1910,Soweto,South Africa,14.19
1911,Soweto,South Africa,14.57
1912,Soweto,South Africa,15.16
1913,Soweto,South Africa,15.18
1914,Soweto,South Africa,15.33
1915,Soweto,South Africa,14.78
1916,Soweto,South Africa,14.95
1917,Soweto,South Africa,14.21
1918,Soweto,South Africa,14.50
1919,Soweto,South Africa,15.11
