loan_amnt,term,int_rate,grade,home_ownership,annual_inc,purpose,loan_status
9000,36 months,12.42,B,MORTGAGE,47000,credit_card,Fully Paid
6500,36 months,16.29,D,MORTGAGE,68000,debt_consolidation,Fully Paid
23000,60 months,21.28,F,MORTGAGE,95000,debt_consolidation,Fully Paid
2000,36 months,7.9,A,RENT,39600,credit_card,Fully Paid
8000,36 months,13.49,C,OWN,30000,debt_consolidation,Fully Paid
8875,36 months,7.51,A,RENT,30000,debt_consolidation,Fully Paid
1500,36 months,18.64,E,RENT,17000,other,Charged Off
8000,36 months,12.42,B,RENT,42000,debt_consolidation,Fully Paid
20000,60 months,14.65,C,RENT,75000,debt_consolidation,Charged Off
6500,36 months,11.71,B,RENT,42000,credit_card,Fully Paid
9600,36 months,13.49,C,MORTGAGE,27000,debt_consolidation,Fully Paid
25975,60 months,12.69,B,MORTGAGE,130000,debt_consolidation,Current
10000,36 months,7.9,A,MORTGAGE,46000,home_improvement,Fully Paid
15000,36 months,12.42,B,MORTGAGE,80000,debt_consolidation,Fully Paid
9000,36 months,6.62,A,MORTGAGE,45000,debt_consolidation,Fully Paid
10000,36 months,7.9,A,RENT,72500,credit_card,Fully Paid
1000,36 months,14.65,C,RENT,18408,major_purchase,Charged Off
14000,36 months,7.9,A,RENT,30000,debt_consolidation,Fully Paid
8500,36 months,14.27,C,RENT,50000,debt_consolidation,Charged Off
15000,60 months,19.03,E,RENT,75000,debt_consolidation,Fully Paid
4500,36 months,15.96,C,MORTGAGE,65000,other,Fully Paid
3000,36 months,7.51,A,MORTGAGE,65000,major_purchase,Fully Paid
10000,36 months,9.91,B,MORTGAGE,120000,home_improvement,Fully Paid
21250,60 months,16.77,D,MORTGAGE,42500,debt_consolidation,Fully Paid
33425,60 months,13.49,C,MORTGAGE,75000,debt_consolidation,Charged Off
35000,60 months,19.42,E,RENT,195000,debt_consolidation,Fully Paid
7200,36 months,15.27,C,RENT,54990,debt_consolidation,Fully Paid
18000,60 months,11.71,B,RENT,40000,debt_consolidation,Charged Off
23000,36 months,7.9,A,MORTGAGE,137000,debt_consolidation,Fully Paid
20000,60 months,16.77,D,RENT,60000,debt_consolidation,Charged Off
6000,60 months,17.58,D,RENT,30120,debt_consolidation,Current
7000,36 months,8.9,A,RENT,46000,credit_card,Fully Paid
21000,36 months,12.69,B,MORTGAGE,135000,debt_consolidation,Fully Paid
8250,36 months,7.51,A,MORTGAGE,31500,debt_consolidation,Fully Paid
13000,36 months,9.91,B,RENT,65000,credit_card,Fully Paid
18000,36 months,6.62,A,MORTGAGE,78000,debt_consolidation,Fully Paid
7200,36 months,6.03,A,MORTGAGE,60000,other,Fully Paid
16500,36 months,8.9,A,RENT,48000,credit_card,Fully Paid
8125,36 months,7.9,A,RENT,25000,debt_consolidation,Fully Paid
18800,36 months,7.51,A,MORTGAGE,82000,debt_consolidation,Fully Paid
26800,36 months,19.03,E,MORTGAGE,82000,credit_card,Fully Paid
19200,36 months,7.9,A,MORTGAGE,42000,debt_consolidation,Fully Paid
12875,60 months,17.58,D,RENT,27600,debt_consolidation,Fully Paid
4000,36 months,12.42,B,MORTGAGE,38000,credit_card,Fully Paid
4000,36 months,16.29,D,RENT,35000,debt_consolidation,Fully Paid
12000,36 months,9.91,B,OWN,33000,credit_card,Fully Paid
2625,36 months,11.71,B,MORTGAGE,52800,medical,Fully Paid
18000,60 months,13.49,C,MORTGAGE,40900,debt_consolidation,Current
7000,36 months,9.91,B,RENT,73882,debt_consolidation,Fully Paid
11300,36 months,12.69,B,MORTGAGE,36000,credit_card,Fully Paid
4000,36 months,9.91,B,MORTGAGE,130000,debt_consolidation,Fully Paid
8000,36 months,6.03,A,MORTGAGE,57200,debt_consolidation,Fully Paid
14400,36 months,18.25,D,RENT,51871,debt_consolidation,Charged Off
4375,36 months,12.42,B,OWN,15000,debt_consolidation,Fully Paid
4100,36 months,7.51,A,MORTGAGE,70197,credit_card,Fully Paid
6000,36 months,8.9,A,RENT,47000,other,Fully Paid
4200,60 months,17.27,D,RENT,43000,debt_consolidation,Charged Off
4000,36 months,6.62,A,MORTGAGE,120000,home_improvement,Fully Paid
3000,36 months,10.65,B,MORTGAGE,86004,other,Charged Off
5400,36 months,12.69,B,MORTGAGE,75000,car,Fully Paid
15000,36 months,16.29,D,RENT,110000,small_business,Charged Off
20000,60 months,18.64,E,MORTGAGE,80000,debt_consolidation,Fully Paid
10400,36 months,12.69,B,RENT,44000,credit_card,Fully Paid
4500,60 months,17.58,D,MORTGAGE,51600,debt_consolidation,Fully Paid
11500,36 months,12.42,B,RENT,38500,credit_card,Fully Paid
10000,36 months,6.62,A,RENT,75000,home_improvement,Fully Paid
18225,60 months,13.49,C,MORTGAGE,37320,debt_consolidation,Fully Paid
3600,36 months,8.9,A,RENT,55000,debt_consolidation,Fully Paid
18500,60 months,11.71,B,RENT,1.00E+05,major_purchase,Fully Paid
16800,60 months,18.25,D,MORTGAGE,70000,credit_card,Fully Paid
10000,36 months,17.27,D,RENT,68000,debt_consolidation,Charged Off
15000,36 months,18.25,D,MORTGAGE,66000,debt_consolidation,Fully Paid
8000,36 months,11.71,B,RENT,85000,major_purchase,Fully Paid
25000,60 months,16.77,D,RENT,83004,debt_consolidation,Fully Paid
16000,36 months,7.9,A,RENT,51000,debt_consolidation,Charged Off
8000,36 months,10.65,B,RENT,55000,debt_consolidation,Fully Paid
7200,36 months,7.51,A,MORTGAGE,47000,debt_consolidation,Fully Paid
12000,36 months,7.51,A,RENT,86000,debt_consolidation,Fully Paid
2200,36 months,15.27,C,OWN,48000,debt_consolidation,Charged Off
20000,60 months,12.69,B,RENT,49000,other,Current
28000,60 months,12.42,B,MORTGAGE,85000,debt_consolidation,Fully Paid
6000,36 months,7.51,A,MORTGAGE,50000,debt_consolidation,Fully Paid
25000,60 months,19.42,E,RENT,105000,credit_card,Current
8000,60 months,8.9,A,RENT,51204,debt_consolidation,Charged Off
14400,36 months,15.27,C,RENT,42996,debt_consolidation,Fully Paid
20000,60 months,19.03,E,RENT,60000,credit_card,Fully Paid
25000,60 months,14.27,C,MORTGAGE,85000,debt_consolidation,Current
14050,36 months,8.9,A,MORTGAGE,120000,major_purchase,Fully Paid
6000,36 months,13.49,C,OWN,62691,major_purchase,Fully Paid
16100,60 months,11.71,B,MORTGAGE,36000,debt_consolidation,Current
35000,60 months,20.3,E,OWN,85000,debt_consolidation,Charged Off
10525,36 months,7.9,A,RENT,49668,debt_consolidation,Fully Paid
7200,36 months,15.96,C,RENT,30000,debt_consolidation,Fully Paid
18500,60 months,10.65,B,OWN,40000,debt_consolidation,Fully Paid
12000,36 months,13.49,C,MORTGAGE,40000,debt_consolidation,Fully Paid
12000,36 months,11.71,B,MORTGAGE,1.00E+05,credit_card,Fully Paid
3000,36 months,11.71,B,RENT,56312,other,Fully Paid
9500,36 months,16.29,D,RENT,54011,debt_consolidation,Fully Paid
19775,36 months,12.42,B,RENT,49110.32,debt_consolidation,Fully Paid
12000,60 months,14.65,C,RENT,75000,credit_card,Charged Off
28000,60 months,14.27,C,MORTGAGE,95000,debt_consolidation,Fully Paid
30000,36 months,12.42,B,RENT,80000,debt_consolidation,Fully Paid
16000,36 months,10.65,B,MORTGAGE,55000,debt_consolidation,Fully Paid
14500,36 months,14.65,C,RENT,90000,credit_card,Fully Paid
11700,60 months,14.65,C,RENT,68500,credit_card,Fully Paid
4150,36 months,10.65,B,RENT,1.00E+05,debt_consolidation,Fully Paid
15000,60 months,11.71,B,MORTGAGE,72000,debt_consolidation,Current
24000,36 months,16.77,D,RENT,70000,credit_card,Fully Paid
21250,36 months,12.42,B,RENT,37000,other,Charged Off
10000,36 months,14.27,C,OWN,75000,debt_consolidation,Fully Paid
25000,60 months,18.25,D,MORTGAGE,75000,debt_consolidation,Fully Paid
4000,36 months,15.96,C,RENT,39000,debt_consolidation,Fully Paid
15000,36 months,11.71,B,RENT,60000,debt_consolidation,Fully Paid
20000,60 months,13.49,C,RENT,68000,credit_card,Fully Paid
15000,60 months,17.58,D,MORTGAGE,110000,home_improvement,Fully Paid
3600,36 months,15.96,C,RENT,40000,moving,Fully Paid
6000,60 months,19.03,E,OWN,31000,debt_consolidation,Fully Paid
15000,36 months,15.27,C,RENT,60000,debt_consolidation,Charged Off
12000,60 months,18.25,D,RENT,43000,credit_card,Fully Paid
12375,36 months,7.51,A,RENT,42000,debt_consolidation,Fully Paid
4000,36 months,12.69,B,RENT,30000,home_improvement,Charged Off
13000,36 months,10.65,B,MORTGAGE,50000,debt_consolidation,Fully Paid
5000,36 months,6.62,A,MORTGAGE,39396,home_improvement,Fully Paid
5000,36 months,15.96,C,OWN,98000,credit_card,Fully Paid
26000,36 months,11.71,B,RENT,62500,credit_card,Fully Paid
15000,60 months,18.64,E,MORTGAGE,95000,credit_card,Fully Paid
4000,60 months,19.91,E,RENT,45000,house,Charged Off
8000,36 months,7.9,A,RENT,32400,debt_consolidation,Fully Paid
1700,36 months,7.9,A,MORTGAGE,37800,home_improvement,Charged Off
16000,36 months,9.91,B,RENT,50000,debt_consolidation,Fully Paid
20000,60 months,9.91,B,MORTGAGE,114996,debt_consolidation,Fully Paid
12000,36 months,14.65,C,RENT,54400,debt_consolidation,Charged Off
7000,36 months,11.71,B,MORTGAGE,72800,credit_card,Fully Paid
8000,60 months,20.3,E,RENT,42500,debt_consolidation,Charged Off
13000,60 months,23.52,G,RENT,61000,debt_consolidation,In Grace Period
13000,36 months,16.29,D,RENT,28000,debt_consolidation,Charged Off
20000,60 months,21.28,F,OWN,120000,debt_consolidation,Fully Paid
18000,36 months,13.49,C,MORTGAGE,96000,debt_consolidation,Fully Paid
10000,36 months,16.29,D,RENT,83200,credit_card,Fully Paid
22250,60 months,15.27,C,RENT,45000,debt_consolidation,Fully Paid
24000,60 months,17.58,D,RENT,68809,debt_consolidation,Charged Off
11200,36 months,12.42,B,RENT,75000,car,Charged Off
7000,36 months,10.65,B,RENT,52000,other,Fully Paid
8000,36 months,6.03,A,RENT,57600,house,Fully Paid
22500,60 months,16.77,D,RENT,48500,credit_card,Fully Paid
12000,36 months,17.27,D,RENT,95000,debt_consolidation,Fully Paid
22000,36 months,14.65,C,RENT,58000,debt_consolidation,Fully Paid
6200,36 months,10.65,B,MORTGAGE,24000,credit_card,Fully Paid
15900,36 months,9.91,B,MORTGAGE,58000,debt_consolidation,Fully Paid
5000,36 months,8.9,A,MORTGAGE,70000,other,Fully Paid
16000,36 months,6.62,A,MORTGAGE,104000,other,Fully Paid
5000,36 months,11.71,B,RENT,35000,car,Fully Paid
3150,36 months,15.27,C,RENT,53000,vacation,Fully Paid
12000,36 months,14.27,C,RENT,28000,credit_card,Charged Off
28000,36 months,7.9,A,MORTGAGE,118000,home_improvement,Charged Off
5000,36 months,12.42,B,RENT,40000,wedding,Fully Paid
3000,36 months,9.91,B,MORTGAGE,42000,renewable_energy,Fully Paid
3000,36 months,7.9,A,MORTGAGE,65000,other,Charged Off
8400,36 months,6.62,A,RENT,25000,debt_consolidation,Fully Paid
7000,36 months,10.65,B,MORTGAGE,36000,debt_consolidation,Fully Paid
18550,60 months,19.42,E,RENT,45000,debt_consolidation,Current
2000,36 months,9.91,B,MORTGAGE,231252,other,Fully Paid
12000,60 months,14.65,C,RENT,65000,debt_consolidation,Current
8575,36 months,17.58,D,MORTGAGE,32000,debt_consolidation,Charged Off
28000,60 months,12.42,B,MORTGAGE,84996,debt_consolidation,Charged Off
10000,36 months,7.9,A,RENT,66000,debt_consolidation,Fully Paid
25000,36 months,19.42,E,MORTGAGE,92000,credit_card,Fully Paid
8000,36 months,11.71,B,RENT,70000,credit_card,Fully Paid
16000,60 months,18.25,D,MORTGAGE,49000,credit_card,Charged Off
25000,36 months,11.71,B,MORTGAGE,76896,debt_consolidation,Fully Paid
2000,36 months,9.91,B,RENT,24000,other,Fully Paid
16800,36 months,14.65,C,RENT,60000,credit_card,Fully Paid
8000,36 months,8.9,A,MORTGAGE,120000,credit_card,Fully Paid
12000,60 months,12.69,B,MORTGAGE,57000,debt_consolidation,Fully Paid
11000,36 months,7.9,A,MORTGAGE,80000,credit_card,Charged Off
5000,36 months,16.29,D,MORTGAGE,85000,medical,Charged Off
18000,36 months,16.29,D,OWN,140000,debt_consolidation,Fully Paid
10000,36 months,12.69,B,OWN,36000,debt_consolidation,Charged Off
5000,36 months,9.91,B,RENT,70000,credit_card,Fully Paid
10000,36 months,16.29,D,RENT,51360,credit_card,Fully Paid
25000,36 months,9.91,B,RENT,163000,vacation,Fully Paid
2400,36 months,12.69,B,MORTGAGE,59393,medical,Fully Paid
3000,36 months,16.29,D,MORTGAGE,65000,other,Charged Off
7700,36 months,16.77,D,RENT,29772.96,other,Charged Off
2400,36 months,13.49,C,OWN,12996,other,Fully Paid
18500,60 months,19.03,E,MORTGAGE,68000,debt_consolidation,In Grace Period
5000,36 months,10.65,B,OWN,44475,credit_card,Fully Paid
14000,36 months,17.58,D,MORTGAGE,88000,debt_consolidation,Fully Paid
24500,60 months,20.89,F,RENT,85000,credit_card,Charged Off
2400,36 months,10.65,B,MORTGAGE,36000,major_purchase,Fully Paid
1800,36 months,12.42,B,RENT,117000,other,Fully Paid
22200,36 months,19.42,E,RENT,160000,debt_consolidation,Charged Off
21400,60 months,19.42,E,RENT,80000,credit_card,Fully Paid
13000,36 months,7.9,A,RENT,28000,credit_card,Charged Off
8000,36 months,12.69,B,RENT,48000,car,Fully Paid
3600,36 months,12.69,B,MORTGAGE,60000,medical,Charged Off
12375,60 months,23.13,G,RENT,40000,other,Charged Off
9400,36 months,9.91,B,RENT,45500,debt_consolidation,Fully Paid
9600,36 months,14.27,C,MORTGAGE,156000,home_improvement,Fully Paid
17000,36 months,10.65,B,RENT,40000,debt_consolidation,Fully Paid
25000,60 months,19.03,E,MORTGAGE,96000,debt_consolidation,Current
16950,60 months,16.77,D,MORTGAGE,50000,debt_consolidation,Current
30000,60 months,19.03,E,MORTGAGE,80000,credit_card,Fully Paid
10800,36 months,14.27,C,MORTGAGE,110000,credit_card,Fully Paid
6000,36 months,7.9,A,RENT,59400,credit_card,Fully Paid
35000,36 months,8.9,A,MORTGAGE,106000,credit_card,Fully Paid
10000,36 months,10.65,B,RENT,36000,debt_consolidation,Fully Paid
15000,60 months,19.91,E,RENT,51000,credit_card,Fully Paid
5000,36 months,12.69,B,RENT,25000,other,Fully Paid
3000,60 months,17.27,D,RENT,35000,debt_consolidation,Current
7100,36 months,14.65,C,RENT,33000,debt_consolidation,Charged Off
12000,36 months,16.77,D,MORTGAGE,93000,credit_card,Fully Paid
22400,60 months,22.74,G,RENT,85000,credit_card,Charged Off
5825,36 months,10.65,B,RENT,50000,debt_consolidation,Fully Paid
22250,36 months,12.69,B,RENT,41000,debt_consolidation,Charged Off
18000,60 months,16.77,D,RENT,50000,debt_consolidation,Current
6000,36 months,12.42,B,RENT,30000,credit_card,Fully Paid
7650,36 months,11.71,B,RENT,57000,debt_consolidation,Charged Off
21000,60 months,18.25,D,RENT,110000,credit_card,Current
20675,60 months,15.27,C,RENT,50132,other,Charged Off
13200,36 months,7.9,A,MORTGAGE,62500,debt_consolidation,Fully Paid
12000,36 months,7.51,A,RENT,60000,debt_consolidation,Fully Paid
20000,60 months,19.03,E,RENT,130000,debt_consolidation,Fully Paid
15000,36 months,6.03,A,RENT,60000,house,Fully Paid
27050,60 months,18.64,E,MORTGAGE,65000,debt_consolidation,Fully Paid
22500,60 months,17.27,D,MORTGAGE,67735,debt_consolidation,Fully Paid
20500,60 months,12.69,B,RENT,47800,debt_consolidation,Charged Off
12800,36 months,12.42,B,MORTGAGE,99600,credit_card,Fully Paid
27575,36 months,10.65,B,MORTGAGE,54000,other,Fully Paid
7000,36 months,12.69,B,RENT,49000,debt_consolidation,Fully Paid
7600,60 months,16.77,D,RENT,33996,other,Current
29000,60 months,12.42,B,RENT,65000,debt_consolidation,Charged Off
10000,36 months,14.27,C,RENT,44160,moving,Fully Paid
14125,36 months,7.9,A,RENT,32000,debt_consolidation,Fully Paid
12000,36 months,6.62,A,MORTGAGE,94500,debt_consolidation,Fully Paid
9575,36 months,6.62,A,RENT,19498,credit_card,Fully Paid
12000,60 months,20.3,E,RENT,30000,debt_consolidation,Fully Paid
12000,36 months,15.96,C,MORTGAGE,88000,debt_consolidation,Charged Off
10000,36 months,12.69,B,RENT,45000,credit_card,Fully Paid
10000,36 months,15.96,C,RENT,37500,debt_consolidation,Fully Paid
25000,60 months,14.27,C,MORTGAGE,89000,debt_consolidation,Current
24000,36 months,9.91,B,RENT,120000,debt_consolidation,Fully Paid
14575,36 months,10.65,B,RENT,35000,credit_card,Fully Paid
9000,36 months,7.51,A,MORTGAGE,50000,debt_consolidation,Fully Paid
10000,36 months,13.49,C,RENT,30000,debt_consolidation,Charged Off
7125,36 months,17.58,D,RENT,25279.67,credit_card,Fully Paid
15000,60 months,10.65,B,RENT,29000,debt_consolidation,Fully Paid
13000,36 months,13.49,C,RENT,65000,debt_consolidation,Fully Paid
12000,60 months,12.69,B,RENT,30000,debt_consolidation,Current
18000,60 months,20.3,E,RENT,68000,credit_card,Fully Paid
30000,60 months,14.27,C,RENT,90000,small_business,Fully Paid
21600,36 months,17.27,D,MORTGAGE,58600,home_improvement,Charged Off
7600,60 months,16.77,D,OWN,50000,small_business,Current
7000,36 months,12.42,B,RENT,85000,credit_card,Fully Paid
7000,36 months,8.9,A,RENT,45000,debt_consolidation,Fully Paid
3600,36 months,17.27,D,MORTGAGE,44004,other,Fully Paid
3500,36 months,12.69,B,MORTGAGE,84996,major_purchase,Fully Paid
5000,36 months,8.9,A,RENT,33000,medical,Fully Paid
10000,36 months,11.71,B,MORTGAGE,60000,debt_consolidation,Fully Paid
4500,36 months,13.49,C,OWN,19200,credit_card,Fully Paid
12000,36 months,11.71,B,RENT,62000,debt_consolidation,Fully Paid
12000,60 months,19.03,E,RENT,38500,debt_consolidation,Fully Paid
10700,36 months,12.42,B,RENT,68000,debt_consolidation,Fully Paid
6000,36 months,10.65,B,RENT,30000,credit_card,Fully Paid
20000,36 months,7.9,A,RENT,50000,wedding,Fully Paid
10800,60 months,16.77,D,RENT,23000,debt_consolidation,Fully Paid
25000,60 months,19.03,E,RENT,50400,debt_consolidation,Fully Paid
20000,60 months,14.27,C,RENT,110000,debt_consolidation,Fully Paid
3600,36 months,13.49,C,RENT,40000,vacation,Fully Paid
6000,36 months,8.9,A,RENT,83954,debt_consolidation,Fully Paid
10375,36 months,14.27,C,RENT,35000,credit_card,Fully Paid
25000,36 months,8.9,A,RENT,60000,debt_consolidation,Fully Paid
10000,36 months,16.29,D,RENT,40000,debt_consolidation,Fully Paid
10000,60 months,12.42,B,RENT,42336,small_business,Current
5600,36 months,6.03,A,OWN,41100,car,Fully Paid
6000,36 months,12.42,B,RENT,92000,car,Fully Paid
8000,36 months,7.9,A,RENT,75000,debt_consolidation,Fully Paid
35000,60 months,12.42,B,RENT,90000,debt_consolidation,Current
10000,36 months,11.71,B,MORTGAGE,45000,debt_consolidation,Fully Paid
11000,36 months,7.51,A,RENT,48000,debt_consolidation,Fully Paid
5000,36 months,9.91,B,MORTGAGE,110000,debt_consolidation,Fully Paid
6500,36 months,10.65,B,RENT,30600,debt_consolidation,Fully Paid
20000,60 months,20.3,E,RENT,69000,credit_card,Fully Paid
12000,36 months,12.69,B,RENT,45000,debt_consolidation,Fully Paid
8250,60 months,19.91,E,RENT,27500,wedding,Charged Off
21000,36 months,7.9,A,MORTGAGE,150500,debt_consolidation,Fully Paid
8400,36 months,16.77,D,RENT,32000,credit_card,Fully Paid
7000,36 months,12.69,B,RENT,37500,debt_consolidation,Fully Paid
12000,36 months,12.42,B,RENT,60000,car,Charged Off
7200,36 months,11.71,B,RENT,33000,credit_card,Charged Off
12000,36 months,10.65,B,RENT,70000,debt_consolidation,Fully Paid
12800,60 months,14.27,C,RENT,75000,credit_card,Fully Paid
3050,36 months,9.91,B,RENT,16800,car,Fully Paid
9000,36 months,14.65,C,RENT,38000,debt_consolidation,Fully Paid
10000,36 months,11.71,B,OWN,35000,debt_consolidation,Charged Off
10000,36 months,9.91,B,MORTGAGE,95000,debt_consolidation,Fully Paid
10000,36 months,14.27,C,MORTGAGE,77400,credit_card,Charged Off
8500,36 months,16.29,D,RENT,61000,debt_consolidation,Fully Paid
35000,60 months,11.71,B,RENT,70000,debt_consolidation,Current
7200,60 months,13.49,C,RENT,67000,debt_consolidation,Fully Paid
21000,60 months,14.27,C,MORTGAGE,90000,credit_card,Fully Paid
27000,36 months,9.91,B,OWN,140000,debt_consolidation,Fully Paid
28625,60 months,20.3,E,OWN,55000,debt_consolidation,Fully Paid
4000,36 months,14.27,C,RENT,32400,debt_consolidation,Fully Paid
7300,36 months,11.71,B,RENT,50000,other,Fully Paid
18000,36 months,8.9,A,MORTGAGE,70000,credit_card,Fully Paid
5000,36 months,11.71,B,OWN,35000,other,Fully Paid
6500,60 months,14.27,C,MORTGAGE,46212,debt_consolidation,Current
14100,60 months,17.58,D,RENT,43000,small_business,Current
35000,60 months,19.03,E,MORTGAGE,140000,small_business,Current
10000,36 months,14.27,C,MORTGAGE,115000,home_improvement,Fully Paid
3000,36 months,7.9,A,RENT,45000,debt_consolidation,Fully Paid
25000,60 months,19.03,E,RENT,95000,debt_consolidation,Current
28000,36 months,15.96,C,MORTGAGE,235000,credit_card,Fully Paid
10000,36 months,14.65,C,RENT,36000,credit_card,Fully Paid
12000,36 months,7.9,A,RENT,26000,credit_card,Fully Paid
10000,36 months,17.27,D,RENT,80000,small_business,Fully Paid
11000,36 months,8.9,A,RENT,50000,debt_consolidation,Fully Paid
10000,36 months,15.27,C,RENT,55000,small_business,Fully Paid
5000,36 months,6.62,A,MORTGAGE,55000,debt_consolidation,Fully Paid
